Step,V2I_rate,V2V_Rate,V2V_success,Remaining_V2V_payload
39,"1.37,1.3,1.59,1.28","0.7,0.64,0.55,0.77",0.0,"20652.36,25146.1,19313.63,18125.82"
40,"1.35,1.6,2.25,1.05","0.61,0.49,0.27,0.95",0.0,"20043.6,24658.96,19044.97,17171.1"
41,"1.34,2.76,1.16,1.74","0.71,0.18,0.83,0.51",0.0,"19329.78,24483.3,18214.72,16657.27"
42,"1.21,1.41,1.52,1.57","0.68,0.56,0.52,0.59",0.0,"18654.66,23925.63,17690.3,16062.42"
43,"1.69,1.06,1.12,4.54","0.5,0.66,0.69,0.06",0.0,"18158.83,23261.79,17002.93,15999.19"
44,"6.39,0.99,2.14,1.56","0.0,0.96,0.31,0.6",0.0,"18158.83,22299.87,16693.58,15402.67"
45,"1.34,2.35,1.23,1.21","0.71,0.3,0.62,0.82",0.0,"17445.74,22004.1,16076.44,14586.97"
46,"1.16,1.17,0.95,2.07","0.8,0.84,0.98,0.39",0.0,"16644.41,21162.12,15092.42,14195.94"
47,"2.1,1.51,1.85,1.26","0.38,0.61,0.41,0.78",0.0,"16264.2,20550.77,14682.96,13419.91"
48,"1.5,1.17,0.77,1.67","0.61,0.79,0.94,0.54",0.0,"15650.62,19760.2,13738.72,12876.77"
49,"1.41,2.06,1.5,1.21","0.65,0.38,0.41,0.82",0.0,"15000.7,19377.86,13331.72,12056.86"
50,"1.23,1.68,2.25,1.2","0.79,0.52,0.22,0.82",0.0,"14212.4,18856.09,13116.1,11236.04"
51,"1.11,2.21,1.67,1.49","0.88,0.31,0.41,0.63",0.0,"13327.89,18544.12,12703.13,10603.88"
52,"1.61,1.26,1.37,1.51","0.4,0.75,0.43,0.62",0.0,"12928.0,17789.41,12275.08,9980.86"
53,"1.69,2.12,1.07,2.23","0.52,0.31,0.86,0.35",0.0,"12404.69,17481.84,11411.94,9634.0"
54,"1.02,1.74,1.02,1.31","0.96,0.51,0.88,0.74",0.0,"11441.54,16975.62,10533.89,8891.48"
55,"1.52,1.93,1.2,1.53","0.61,0.43,0.72,0.61",0.0,"10831.34,16545.54,9812.94,8278.6"
56,"1.09,1.88,1.33,1.64","0.77,0.45,0.69,0.56",0.0,"10058.21,16097.82,9121.21,7723.02"
57,"1.35,2.29,1.57,2.01","0.71,0.32,0.56,0.41",0.0,"9344.16,15778.24,8562.45,7310.62"
58,"1.54,2.54,1.19,2.78","0.59,0.26,0.63,0.23",0.0,"8749.35,15516.85,7936.51,7083.93"
59,"1.53,1.39,0.79,1.92","0.59,0.66,0.62,0.44",0.0,"8163.8,14854.58,7320.57,6641.11"
60,"2.15,1.48,0.72,2.65","0.35,0.59,0.75,0.24",0.0,"7809.08,14268.61,6568.18,6400.45"
61,"1.96,1.4,1.26,1.74","0.42,0.66,0.73,0.51",0.0,"7390.67,13610.71,5837.65,5887.24"
62,"1.35,1.58,0.01,2.29","0.47,0.54,0.16,0.33",0.0,"6917.53,13071.54,5678.44,5558.24"
63,"1.48,1.95,1.48,1.43","0.62,0.38,0.5,0.67",0.0,"6300.47,12696.47,5178.33,4890.83"
64,"2.47,2.18,1.44,1.52","0.28,0.35,0.36,0.62",0.0,"6023.17,12342.56,4815.09,4273.32"
65,"1.29,1.39,0.96,1.93","0.74,0.67,0.97,0.44",0.0,"5281.88,11675.31,3842.24,3835.96"
66,"1.83,1.72,1.83,1.51","0.44,0.43,0.4,0.62",0.0,"4838.66,11243.57,3445.02,3213.73"
67,"1.76,1.92,1.27,1.89","0.49,0.41,0.63,0.45",0.0,"4346.05,10830.5,2812.54,2760.25"
68,"1.75,1.26,1.38,1.64","0.5,0.76,0.65,0.56",0.0,"3847.49,10066.82,2167.09,2204.51"
69,"1.32,2.22,2.1,1.71","0.66,0.29,0.34,0.53",0.0,"3189.18,9779.8,1828.82,1678.03"
70,"1.67,1.27,1.74,2.1","0.36,0.76,0.31,0.38",0.0,"2829.46,9017.54,1517.96,1296.7"
71,"1.29,1.16,2.73,1.56","0.72,0.81,0.22,0.59",0.0,"2112.07,8208.91,1301.85,701.8"
72,"1.74,1.34,1.39,1.83","0.5,0.71,0.63,0.48",0.0,"1611.75,7495.83,674.39,226.62"
73,"1.47,4.37,6.26,1.09","0.56,0.07,0.0,0.91",0.25,"1050.06,7428.72,674.39,0.0"
74,"1.03,1.24,1.52,15.19","0.96,0.51,0.45,0.0",0.25,"91.74,6923.45,225.35,0.0"
75,"1.01,1.46,1.45,10.78","0.94,0.65,0.62,0.0",0.75,"0.0,6277.34,0.0,0.0"
76,"8.36,1.27,3.73,14.51","0.0,0.75,0.0,0.0",0.75,"0.0,5524.53,0.0,0.0"
77,"9.53,1.24,2.57,14.08","0.0,0.79,0.0,0.0",0.75,"0.0,4738.48,0.0,0.0"
78,"8.56,1.2,4.63,7.25","0.0,0.77,0.0,0.0",0.75,"0.0,3969.5,0.0,0.0"
79,"3.15,2.38,5.36,14.33","0.0,0.27,0.0,0.0",0.75,"0.0,3699.9,0.0,0.0"
80,"6.68,2.35,4.58,12.74","0.0,0.31,0.0,0.0",0.75,"0.0,3389.51,0.0,0.0"
81,"10.25,2.69,5.56,14.78","0.0,0.24,0.0,0.0",0.75,"0.0,3153.47,0.0,0.0"
82,"9.89,2.15,3.52,14.24","0.0,0.32,0.0,0.0",0.75,"0.0,2838.11,0.0,0.0"
83,"8.18,1.26,2.3,13.63","0.0,0.75,0.0,0.0",0.75,"0.0,2089.43,0.0,0.0"
84,"8.38,1.59,3.7,14.52","0.0,0.56,0.0,0.0",0.75,"0.0,1529.95,0.0,0.0"
85,"8.38,1.38,4.58,14.73","0.0,0.68,0.0,0.0",0.75,"0.0,845.97,0.0,0.0"
86,"10.3,1.18,6.3,12.72","0.0,0.79,0.0,0.0",0.75,"0.0,53.95,0.0,0.0"
87,"9.16,2.36,5.67,13.6","0.0,0.3,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"10.49,6.92,0.85,14.94","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"8.86,9.72,4.06,13.52","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"5.68,9.56,6.18,8.52","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"9.73,6.9,3.14,13.26","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"9.36,7.28,5.12,14.29","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"5.94,9.99,5.11,12.79","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"1.59,8.67,0.63,7.82","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"9.74,9.51,5.45,13.26","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"7.16,9.38,4.73,10.81","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"10.92,9.41,3.84,13.18","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"7.53,5.71,3.03,15.69","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"7.88,9.1,5.16,15.09","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.73,1.28,1.11,1.4","0.49,0.75,0.74,0.69",0.0,"41908.69,41647.22,41664.17,41710.57"
1,"1.2,2.21,1.55,2.65","0.79,0.23,0.53,0.25",0.0,"41116.9,41415.65,41133.34,41460.8"
2,"2.37,1.35,1.17,1.98","0.29,0.69,0.78,0.42",0.0,"40824.5,40725.07,40352.39,41039.92"
3,"1.55,2.0,1.1,1.4","0.58,0.38,0.83,0.69",0.0,"40242.61,40340.74,39522.77,40353.94"
4,"1.2,1.47,1.26,2.66","0.8,0.62,0.73,0.25",0.0,"39441.81,39721.74,38796.51,40105.54"
5,"1.34,2.16,1.5,1.26","0.72,0.35,0.61,0.78",0.0,"38721.26,39368.87,38184.65,39327.81"
6,"1.09,1.41,1.3,1.36","0.9,0.67,0.74,0.71",0.0,"37816.6,38699.28,37449.31,38613.97"
7,"1.89,1.88,1.09,1.87","0.44,0.44,0.9,0.46",0.0,"37375.26,38254.34,36552.64,38154.34"
8,"0.97,1.31,1.35,1.36","0.95,0.57,0.41,0.71",0.0,"36421.19,37688.18,36138.33,37442.24"
9,"2.66,1.21,1.67,1.39","0.21,0.76,0.46,0.69",0.0,"36207.17,36932.08,35679.15,36749.75"
10,"2.54,1.08,1.31,1.18","0.25,0.91,0.69,0.84",0.0,"35960.94,36024.24,34985.62,35906.71"
11,"1.44,1.41,1.55,1.09","0.65,0.67,0.57,0.92",0.0,"35311.57,35357.17,34413.49,34989.59"
12,"1.87,1.16,1.61,1.84","0.19,0.78,0.51,0.47",0.0,"35117.55,34581.76,33906.55,34516.31"
13,"1.18,1.41,1.19,1.06","0.83,0.65,0.73,0.94",0.0,"34289.22,33936.55,33179.2,33574.26"
14,"1.3,1.68,1.41,1.81","0.73,0.5,0.55,0.48",0.0,"33558.61,33438.86,32626.4,33090.98"
15,"1.43,2.33,1.22,2.12","0.66,0.31,0.73,0.38",0.0,"32901.38,33124.59,31898.97,32712.74"
16,"1.49,1.73,1.68,1.37","0.62,0.5,0.49,0.71",0.0,"32278.01,32624.16,31406.19,32004.99"
17,"1.0,2.69,1.23,1.48","1.0,0.06,0.78,0.64",0.0,"31279.68,32565.05,30628.29,31365.87"
18,"1.54,1.07,0.89,1.27","0.59,0.93,0.98,0.78",0.0,"30689.05,31635.69,29648.19,30589.86"
19,"1.69,1.29,0.49,1.19","0.53,0.73,0.94,0.83",0.0,"30154.61,30906.18,28703.9,29759.21"
20,"2.37,1.54,1.89,1.14","0.31,0.55,0.39,0.87",0.0,"29848.37,30361.14,28309.7,28885.69"
21,"1.81,2.68,1.14,1.39","0.48,0.22,0.68,0.69",0.0,"29366.85,30141.17,27627.33,28194.17"
22,"1.0,1.43,0.94,2.12","0.57,0.63,0.97,0.38",0.0,"28797.89,29516.14,26662.03,27817.88"
23,"1.57,2.2,1.08,1.53","0.59,0.32,0.85,0.62",0.0,"28208.12,29194.71,25815.33,27202.32"
24,"1.59,1.48,0.84,1.74","0.57,0.61,0.87,0.51",0.0,"27638.68,28584.84,24950.24,26690.28"
25,"1.95,1.47,1.32,1.13","0.42,0.5,0.68,0.88",0.0,"27221.98,28087.96,24265.52,25812.22"
26,"1.04,1.87,1.89,1.61","0.91,0.45,0.4,0.57",0.0,"26309.38,27633.26,23860.67,25241.58"
27,"1.51,2.15,4.13,1.86","0.62,0.36,0.0,0.46",0.0,"25692.27,27273.31,23860.67,24778.93"
28,"1.15,1.15,1.29,1.54","0.85,0.3,0.61,0.61",0.0,"24841.87,26974.16,23250.41,24168.89"
29,"1.67,2.11,1.06,1.87","0.53,0.36,0.85,0.46",0.0,"24308.71,26609.18,22404.43,23708.01"
30,"1.45,1.71,1.33,2.28","0.16,0.52,0.7,0.33",0.0,"24153.5,26087.95,21708.27,23376.28"
31,"1.39,1.86,5.29,2.81","0.67,0.44,0.0,0.22",0.0,"23479.34,25651.37,21708.27,23154.32"
32,"0.96,1.14,2.02,1.46","0.07,0.74,0.33,0.65",0.0,"23413.43,24915.28,21380.79,22504.05"
33,"1.55,3.48,2.25,1.25","0.6,0.13,0.28,0.79",0.0,"22817.44,24782.91,21104.18,21716.83"
34,"2.13,2.5,1.33,1.9","0.34,0.25,0.7,0.45",0.0,"22473.41,24530.99,20403.1,21268.6"
35,"1.79,2.41,1.4,3.11","0.48,0.27,0.62,0.18",0.0,"21989.41,24257.78,19780.27,21091.63"
36,"2.09,2.0,1.68,1.32","0.37,0.35,0.5,0.74",0.0,"21619.27,23911.09,19276.92,20354.48"
37,"1.65,0.9,2.03,1.88","0.49,0.99,0.31,0.46",0.0,"21125.36,22922.56,18963.57,19897.03"
38,"1.21,1.97,1.09,1.4","0.81,0.36,0.83,0.68",0.0,"20311.69,22561.84,18131.95,19212.6"
39,"4.6,1.52,2.65,1.9","0.05,0.6,0.18,0.45",0.0,"20258.23,21962.31,17955.06,18761.46"
40,"2.87,6.48,0.29,1.9","0.21,0.01,0.29,0.45",0.0,"20052.12,21952.31,17664.38,18310.11"
41,"1.46,1.68,1.1,2.34","0.62,0.52,0.87,0.32",0.0,"19427.59,21427.39,16790.81,17993.61"
42,"1.15,1.29,1.23,2.36","0.85,0.75,0.6,0.31",0.0,"18582.2,20676.65,16194.56,17680.4"
43,"1.05,4.8,2.13,1.42","0.94,0.05,0.06,0.67",0.0,"17642.28,20631.49,16136.05,17008.03"
44,"1.51,1.39,2.12,1.16","0.6,0.62,0.28,0.86",0.0,"17046.53,20016.31,15860.02,16150.21"
45,"1.71,1.45,1.87,1.86","0.52,0.65,0.4,0.46",0.0,"16524.58,19367.13,15455.81,15687.31"
46,"1.44,2.02,0.97,1.29","0.66,0.37,0.82,0.76",0.0,"15868.45,18997.19,14636.72,14931.74"
47,"1.61,2.13,6.26,2.62","0.54,0.23,0.0,0.26",0.0,"15326.91,18767.85,14636.72,14675.71"
48,"2.16,1.12,1.26,1.22","0.36,0.79,0.75,0.81",0.0,"14970.29,17974.54,13887.12,13868.69"
49,"1.71,1.54,1.95,1.48","0.5,0.58,0.36,0.64",0.0,"14467.97,17390.49,13523.57,13230.73"
50,"1.44,1.85,1.44,3.07","0.64,0.46,0.64,0.18",0.0,"13827.15,16932.74,12880.96,13048.31"
51,"1.09,1.32,1.84,1.33","0.9,0.69,0.45,0.73",0.0,"12922.81,16240.2,12426.42,12315.55"
52,"1.72,1.77,1.56,1.72","0.49,0.47,0.56,0.52",0.0,"12433.74,15773.91,11865.69,11796.4"
53,"1.11,1.4,1.88,1.75","0.8,0.68,0.35,0.51",0.0,"11630.31,15097.7,11520.34,11286.55"
54,"1.62,1.98,1.4,1.76","0.56,0.42,0.61,0.5",0.0,"11069.52,14680.06,10914.05,10783.4"
55,"1.37,2.03,1.23,1.89","0.69,0.39,0.66,0.45",0.0,"10383.93,14285.13,10254.82,10330.57"
56,"1.92,2.58,1.36,2.55","0.44,0.25,0.34,0.27",0.0,"9946.5,14035.01,9914.83,10061.77"
57,"1.88,1.09,1.36,1.47","0.44,0.86,0.68,0.64",0.0,"9508.0,13170.69,9235.56,9417.77"
58,"7.55,1.31,4.37,1.35","0.0,0.73,0.0,0.72",0.0,"9508.0,12438.95,9235.56,8699.37"
59,"2.04,1.51,1.97,1.79","0.39,0.61,0.41,0.49",0.0,"9122.52,11824.41,8830.42,8208.65"
60,"1.34,1.7,1.39,1.9","0.72,0.51,0.64,0.45",0.0,"8404.89,11309.48,8191.65,7758.81"
61,"4.21,1.52,2.13,1.12","0.05,0.6,0.32,0.89",0.0,"8350.43,10712.88,7869.45,6873.11"
62,"1.0,2.8,1.02,2.0","1.0,0.21,0.47,0.41",0.0,"7354.44,10507.37,7397.35,6458.97"
63,"1.69,1.46,1.41,1.46","0.52,0.62,0.65,0.65",0.0,"6830.71,9886.12,6743.29,5809.23"
64,"1.79,8.71,1.6,1.48","0.48,0.0,0.54,0.64",0.0,"6350.85,9886.12,6207.48,5170.01"
65,"1.75,1.27,0.76,3.92","0.28,0.76,0.38,0.1",0.0,"6068.34,9127.25,5829.67,5071.97"
66,"1.24,1.83,0.54,1.59","0.78,0.47,0.61,0.58",0.0,"5288.07,8657.21,5218.15,4492.06"
67,"2.25,1.54,1.8,2.91","0.34,0.58,0.39,0.21",0.0,"4952.61,8079.51,4828.61,4286.38"
68,"1.19,1.73,1.48,1.74","0.78,0.5,0.63,0.51",0.0,"4176.81,7580.22,4202.98,3774.79"
69,"1.61,1.0,1.37,1.92","0.57,0.99,0.38,0.44",0.0,"3608.8,6588.34,3818.23,3333.66"
70,"2.16,2.14,1.06,1.77","0.08,0.35,0.65,0.5",0.0,"3531.12,6237.27,3164.47,2835.17"
71,"1.59,1.24,1.22,14.78","0.58,0.77,0.55,0.0",0.0,"2950.62,5468.03,2610.71,2835.17"
72,"1.56,1.67,1.11,1.3","0.58,0.51,0.87,0.75",0.0,"2373.39,4957.32,1744.9,2081.75"
73,"2.44,1.39,1.3,1.68","0.29,0.67,0.42,0.54",0.0,"2087.57,4286.4,1325.51,1542.01"
74,"1.3,1.39,1.09,1.4","0.7,0.66,0.85,0.69",0.0,"1384.02,3623.54,478.14,853.47"
75,"1.48,2.96,1.36,1.46","0.64,0.18,0.68,0.65",0.25,"746.89,3441.9,0.0,200.32"
76,"1.76,1.76,2.78,2.79","0.27,0.5,0.0,0.23",0.5,"481.35,2942.56,0.0,0.0"
77,"1.07,1.28,5.06,13.97","0.9,0.68,0.0,0.0",0.75,"0.0,2264.03,0.0,0.0"
78,"8.6,1.81,0.78,13.66","0.0,0.43,0.0,0.0",0.75,"0.0,1830.06,0.0,0.0"
79,"9.21,1.67,2.87,15.81","0.0,0.45,0.0,0.0",0.75,"0.0,1375.9,0.0,0.0"
80,"8.22,2.48,5.33,14.6","0.0,0.27,0.0,0.0",0.75,"0.0,1106.88,0.0,0.0"
81,"7.03,1.1,4.95,15.95","0.0,0.84,0.0,0.0",0.75,"0.0,262.29,0.0,0.0"
82,"9.62,2.13,0.31,14.96","0.0,0.36,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
83,"8.42,8.07,5.44,15.61","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
84,"9.36,9.76,6.04,10.53","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
85,"9.92,10.1,7.04,16.02","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
86,"4.73,9.68,3.53,13.5","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
87,"9.04,6.32,3.56,16.33","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"8.23,0.79,3.31,12.41","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"7.65,9.49,3.76,13.47","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"6.27,8.83,4.15,12.77","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"8.76,8.4,4.96,12.96","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"8.69,8.5,3.69,13.66","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"7.97,8.51,3.64,15.66","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"10.68,8.08,5.64,14.68","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"8.12,9.48,4.12,12.71","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"3.57,5.73,0.36,14.87","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"7.32,7.67,4.49,16.49","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"10.03,2.5,3.93,10.51","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"10.24,8.17,4.18,15.89","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"2.1,1.3,0.99,1.43","0.34,0.73,1.0,0.67",0.0,"42059.85,41669.0,41403.31,41730.35"
1,"1.86,1.06,1.99,1.24","0.46,0.91,0.33,0.78",0.0,"41603.92,40757.97,41074.75,40947.34"
2,"1.4,1.9,1.35,1.73","0.53,0.45,0.63,0.52",0.0,"41078.61,40310.63,40440.95,40429.17"
3,"1.82,1.68,1.33,1.75","0.45,0.46,0.53,0.51",0.0,"40625.72,39854.72,39906.85,39919.3"
4,"1.76,1.76,1.0,1.33","0.46,0.49,0.71,0.73",0.0,"40170.39,39361.35,39197.5,39188.61"
5,"1.95,5.49,1.11,1.43","0.38,0.03,0.41,0.67",0.0,"39785.97,39331.94,38792.2,38517.36"
6,"1.1,1.34,1.43,1.53","0.89,0.72,0.62,0.61",0.0,"38897.29,38616.47,38175.0,37905.89"
7,"1.12,2.25,1.33,1.89","0.87,0.27,0.71,0.45",0.0,"38030.67,38349.6,37464.61,37452.97"
8,"1.11,3.58,0.82,2.18","0.83,0.12,0.18,0.36",0.0,"37198.7,38230.27,37286.22,37094.64"
9,"1.66,1.55,1.09,1.67","0.54,0.58,0.66,0.55",0.0,"36656.92,37645.68,36624.2,36548.95"
10,"1.98,2.04,1.59,1.97","0.41,0.39,0.55,0.43",0.0,"36246.84,37251.91,36070.68,36123.04"
11,"2.18,1.95,3.16,1.11","0.35,0.39,0.09,0.9",0.0,"35897.58,36860.67,35976.81,35226.4"
12,"2.82,1.4,1.3,2.14","0.21,0.68,0.71,0.37",0.0,"35686.38,36185.4,35264.85,34856.29"
13,"2.39,1.51,1.26,1.52","0.3,0.61,0.75,0.62",0.0,"35385.67,35580.25,34512.27,34240.13"
14,"1.06,1.69,1.72,1.48","0.93,0.38,0.47,0.64",0.0,"34460.18,35203.97,34045.7,33601.83"
15,"1.86,2.03,1.53,1.06","0.45,0.39,0.06,0.95",0.0,"34008.04,34812.58,33988.69,32656.63"
16,"1.37,1.4,1.66,1.82","0.68,0.56,0.53,0.48",0.0,"33330.35,34250.38,33462.63,32175.43"
17,"1.26,2.36,1.58,1.51","0.77,0.28,0.57,0.63",0.0,"32559.07,33974.29,32897.36,31550.37"
18,"10.79,2.87,1.59,1.26","0.0,0.2,0.53,0.78",0.0,"32559.07,33770.09,32367.59,30773.52"
19,"1.6,1.08,1.9,1.79","0.55,0.88,0.38,0.49",0.0,"32006.81,32890.92,31990.92,30279.86"
20,"2.48,1.78,4.29,2.07","0.28,0.48,0.05,0.39",0.0,"31731.2,32413.78,31939.82,29886.78"
21,"1.84,1.56,1.7,1.2","0.35,0.56,0.4,0.82",0.0,"31378.25,31858.4,31536.27,29065.31"
22,"1.2,4.75,1.33,1.87","0.8,0.05,0.6,0.46",0.0,"30574.86,31810.31,30936.97,28605.86"
23,"1.43,2.85,1.59,1.83","0.67,0.2,0.52,0.48",0.0,"29908.7,31607.71,30412.76,28129.3"
24,"1.19,2.45,2.28,2.08","0.8,0.28,0.25,0.39",0.0,"29104.91,31325.7,30165.18,27739.02"
25,"1.01,0.99,1.72,1.26","0.94,1.0,0.46,0.78",0.0,"28168.19,30329.52,29701.16,26959.25"
26,"1.25,1.3,1.0,1.43","0.77,0.7,0.42,0.67",0.0,"27397.35,29625.29,29280.4,26289.78"
27,"1.73,1.28,1.43,1.5","0.5,0.75,0.63,0.56",0.0,"26894.89,28871.36,28655.28,25732.26"
28,"1.42,1.14,1.42,1.41","0.67,0.83,0.63,0.68",0.0,"26224.17,28039.5,28027.83,25048.47"
29,"1.39,1.22,1.66,1.38","0.69,0.74,0.5,0.7",0.0,"25534.45,27298.97,27527.96,24349.24"
30,"1.84,1.66,1.06,1.67","0.44,0.47,0.86,0.54",0.0,"25091.03,26826.09,26664.37,23804.95"
31,"1.4,1.4,3.07,1.72","0.66,0.61,0.16,0.52",0.0,"24426.99,26215.62,26501.91,23286.57"
32,"1.97,0.14,1.03,1.82","0.42,0.72,0.87,0.48",0.0,"24009.6,25491.24,25635.09,22807.3"
33,"1.31,1.25,2.7,1.26","0.74,0.7,0.22,0.78",0.0,"23273.33,24792.36,25418.06,22029.8"
34,"1.33,1.64,0.48,1.6","0.71,0.32,0.57,0.58",0.0,"22566.28,24477.01,24852.87,21451.87"
35,"2.49,1.66,1.33,1.76","0.28,0.54,0.67,0.5",0.0,"22284.08,23935.27,24180.53,20948.36"
36,"2.05,1.31,0.98,1.45","0.39,0.58,0.99,0.66",0.0,"21890.12,23356.31,23192.87,20291.69"
37,"1.2,10.05,1.64,1.4","0.79,0.0,0.53,0.69",0.0,"21095.53,23356.31,22663.57,19605.02"
38,"4.59,1.34,1.23,12.59","0.05,0.62,0.63,0.0",0.0,"21045.69,22737.75,22029.27,19605.02"
39,"1.4,1.4,1.13,1.77","0.57,0.65,0.76,0.5",0.0,"20479.05,22090.31,21273.91,19104.93"
40,"1.81,1.77,0.62,1.64","0.48,0.47,0.77,0.56",0.0,"20003.43,21617.64,20503.57,18547.11"
41,"1.42,1.59,1.35,1.98","0.67,0.56,0.65,0.42",0.0,"19332.31,21052.74,19854.34,18124.52"
42,"1.81,1.75,1.39,2.02","0.46,0.37,0.63,0.41",0.0,"18868.54,20685.07,19226.6,17714.82"
43,"1.26,1.75,2.58,2.28","0.77,0.49,0.22,0.33",0.0,"18094.51,20190.52,19010.46,17383.01"
44,"1.61,1.72,1.62,1.74","0.57,0.51,0.53,0.51",0.0,"17528.29,19678.46,18483.01,16869.35"
45,"2.26,1.65,1.42,1.46","0.34,0.52,0.63,0.65",0.0,"17191.7,19159.55,17851.65,16215.61"
46,"1.46,2.31,1.63,2.31","0.64,0.3,0.41,0.32",0.0,"16548.7,18857.51,17437.33,15893.75"
47,"8.46,1.0,1.67,1.24","0.0,0.97,0.53,0.79",0.0,"16548.7,17882.98,16911.21,15100.44"
48,"2.23,1.72,1.29,1.22","0.34,0.51,0.63,0.81",0.0,"16210.12,17371.55,16282.49,14291.27"
49,"1.15,0.58,2.1,2.53","0.5,0.57,0.32,0.27",0.0,"15712.89,16804.65,15965.85,14021.37"
50,"1.33,1.83,1.2,1.04","0.73,0.46,0.76,0.96",0.0,"14981.54,16340.66,15201.66,13056.61"
51,"1.22,1.84,1.01,1.33","0.75,0.42,0.91,0.73",0.0,"14233.42,15922.85,14293.8,12321.96"
52,"3.8,1.13,3.77,1.35","0.1,0.86,0.0,0.72",0.0,"14131.86,15058.27,14293.8,11605.18"
53,"1.25,1.17,0.52,1.0","0.78,0.82,0.88,1.0",0.0,"13351.25,14238.6,13411.94,10603.53"
54,"2.36,0.9,1.35,1.68","0.31,0.99,0.6,0.54",0.0,"13042.59,13250.68,12807.74,10062.81"
55,"1.4,3.96,1.04,1.52","0.45,0.09,0.9,0.62",0.0,"12588.81,13161.53,11904.28,9442.4"
56,"0.53,1.11,1.52,1.27","0.99,0.68,0.57,0.77",0.0,"11599.47,12484.38,11338.02,8668.53"
57,"2.51,2.49,1.37,1.57","0.26,0.18,0.55,0.59",0.0,"11339.67,12307.94,10784.04,8075.33"
58,"2.22,1.15,1.54,1.47","0.33,0.67,0.54,0.65",0.0,"11014.02,11638.86,10247.64,7429.56"
59,"1.55,1.16,1.17,1.54","0.6,0.81,0.7,0.61",0.0,"10415.95,10830.47,9543.88,6822.45"
60,"1.87,1.23,1.78,1.44","0.44,0.73,0.4,0.66",0.0,"9979.24,10104.66,9144.17,6161.63"
61,"1.24,1.16,0.74,2.07","0.79,0.63,0.29,0.39",0.0,"9189.16,9476.81,8856.55,5771.36"
62,"1.26,2.22,1.15,2.01","0.69,0.34,0.79,0.41",0.0,"8497.7,9137.74,8069.09,5359.78"
63,"1.54,1.46,1.0,1.92","0.61,0.19,0.97,0.44",0.0,"7890.65,8950.04,7096.45,4918.23"
64,"2.27,8.28,1.68,1.73","0.33,0.0,0.52,0.51",0.0,"7558.18,8950.04,6580.48,4406.07"
65,"2.63,1.35,0.52,1.77","0.23,0.71,0.45,0.5",0.0,"7333.16,8242.05,6134.09,3903.65"
66,"1.33,1.51,2.01,1.66","0.72,0.61,0.4,0.55",0.0,"6609.61,7634.46,5732.66,3354.95"
67,"1.53,1.88,2.31,1.78","0.59,0.45,0.3,0.5",0.0,"6021.35,7187.78,5433.66,2858.56"
68,"1.34,1.83,1.29,2.34","0.72,0.47,0.74,0.32",0.0,"5300.74,6719.95,4692.74,2542.04"
69,"1.18,2.03,2.73,1.37","0.83,0.37,0.13,0.7",0.0,"4470.46,6345.97,4563.35,1839.12"
70,"1.59,1.5,2.19,1.23","0.56,0.62,0.31,0.8",0.0,"3907.01,5723.96,4251.42,1040.75"
